image_id,image_path,s,o,r,r_inv,label,split,family,qtype,orig_text,sub_box,obj_box
295a7f2d76bcccb2.jpg,/root/autodl-tmp/data/R-bench/validation/295a7f2d76bcccb2.jpg,man,cowboy hat,wearing,worn by,1,eval,non-spatial,Positive,Is the man wearing a cowboy hat?,197|20|376|1004,262|10|246|123
1a17241c6f0e6642.jpg,/root/autodl-tmp/data/R-bench/validation/1a17241c6f0e6642.jpg,woman,roller skates,wearing,worn by,0,eval,non-spatial,Positive,Is the woman in the image wearing roller skates?,51|235|420|677,696|686|92|122
bc37ccba2857d1e7.jpg,/root/autodl-tmp/data/R-bench/validation/bc37ccba2857d1e7.jpg,man,headphones,wearing,worn by,1,calib,non-spatial,Positive,Does the man in the image wear headphones?,0|113|683|911,0|113|369|563
f2982de44f9ba275.jpg,/root/autodl-tmp/data/R-bench/validation/f2982de44f9ba275.jpg,batter,baseball glove,wearing,worn by,0,calib,non-spatial,Positive,Is the batter wearing a baseball glove?,72|215|327|545,422|496|106|85
582be29db5b1a39d.jpg,/root/autodl-tmp/data/R-bench/validation/582be29db5b1a39d.jpg,woman,fedora,wearing,worn by,1,eval,non-spatial,Positive,Does the woman in the image wear a fedora?,9|10|901|1014,73|0|755|328
a0da01a93a6f51bf.jpg,/root/autodl-tmp/data/R-bench/validation/a0da01a93a6f51bf.jpg,umpire,baseball glove,wearing,worn by,0,eval,non-spatial,Opposite,Is the umpire wearing a baseball glove?,840|314|184|328,707|512|41|62
bb38e87f8edff17e.jpg,/root/autodl-tmp/data/R-bench/validation/bb38e87f8edff17e.jpg,man,accordion,wearing,worn by,1,eval,non-spatial,Positive,Does the man in the image wear an accordion?,79|113|841|911,267|594|534|430
114d6b81e7b1fa08.jpg,/root/autodl-tmp/data/R-bench/validation/114d6b81e7b1fa08.jpg,kids,martial arts uniforms,wearing,worn by,0,calib,non-spatial,Opposite,Are the kids in the image wearing martial arts uniforms?,287|123|645|891,41|215|297|686
2f8519bef8ae1be2.jpg,/root/autodl-tmp/data/R-bench/validation/2f8519bef8ae1be2.jpg,man,helmet,wearing,worn by,1,calib,non-spatial,Positive,Is the man in the image wearing a helmet?,154|0|665|591,502|0|112|100
93b24942ce3d7bad.jpg,/root/autodl-tmp/data/R-bench/validation/93b24942ce3d7bad.jpg,child,swimsuit,wearing,worn by,0,calib,non-spatial,Opposite,Is the child in the image wearing a swimsuit?,246|6|327|420,614|415|185|161
c7133cc36acc887d.jpg,/root/autodl-tmp/data/R-bench/validation/c7133cc36acc887d.jpg,woman,tiara,wearing,worn by,1,eval,non-spatial,Positive,Does the woman in the image wear a tiara?,10|8|1014|745,10|8|1014|745
af1efe94dd9f3cfa.jpg,/root/autodl-tmp/data/R-bench/validation/af1efe94dd9f3cfa.jpg,woman,straw hat,wearing,worn by,0,eval,non-spatial,Positive,Is the woman wearing the straw hat in the image?,420|164|584|519,31|116|645|437
f5288d905c37663c.jpg,/root/autodl-tmp/data/R-bench/validation/f5288d905c37663c.jpg,person,trash can,wearing,worn by,1,calib,non-spatial,Opposite,Is the person wearing jeans and black jacket near the trash can?,492|131|286|637,0|330|358|438
d5d1952f2fce9ab6.jpg,/root/autodl-tmp/data/R-bench/validation/d5d1952f2fce9ab6.jpg,woman,hat,wearing,worn by,0,calib,non-spatial,Opposite,Is the woman wearing a hat?,31|121|686|455,164|121|246|311
4f7930bdc1214e9e.jpg,/root/autodl-tmp/data/R-bench/validation/4f7930bdc1214e9e.jpg,woman,wedding dress,wearing,worn by,1,calib,non-spatial,Positive,Is the woman in the image wearing a wedding dress?,177|92|468|932,284|522|269|502
25ce96bd10afe1b0.jpg,/root/autodl-tmp/data/R-bench/validation/25ce96bd10afe1b0.jpg,people,red glasses,wearing,worn by,0,eval,non-spatial,Opposite,Do the people in the image wear red glasses?,536|402|366|364,348|353|174|108
8892e718f9108db9.jpg,/root/autodl-tmp/data/R-bench/validation/8892e718f9108db9.jpg,man,hat,wearing,worn by,1,eval,non-spatial,Positive,Does the man in the image wear a hat?,184|8|830|760,184|8|574|345
7cf856f5398d8138.jpg,/root/autodl-tmp/data/R-bench/validation/7cf856f5398d8138.jpg,woman,skull,wearing,worn by,0,eval,non-spatial,Opposite,Is the woman in the image wearing a skull?,236|230|184|523,0|207|256|561
421a93da4e4152f3.jpg,/root/autodl-tmp/data/R-bench/validation/421a93da4e4152f3.jpg,man,ball cap,wearing,worn by,1,eval,non-spatial,Random,Is the man in the image wearing a ball cap?,184|100|256|368,317|100|62|46
2a5afcdc389ddca3.jpg,/root/autodl-tmp/data/R-bench/validation/2a5afcdc389ddca3.jpg,person,backpack,wearing,worn by,0,calib,non-spatial,Opposite,Is the person in the image wearing a backpack?,840|55|184|505,389|171|184|164
fb606f3170d6e48e.jpg,/root/autodl-tmp/data/R-bench/validation/fb606f3170d6e48e.jpg,woman,blue jacket,wearing,worn by,1,eval,non-spatial,Positive,Is the woman in the image wearing a blue jacket?,440|584|195|184,440|584|195|184
c10540cd4f062e0c.jpg,/root/autodl-tmp/data/R-bench/validation/c10540cd4f062e0c.jpg,woman,black shirt,wearing,worn by,0,eval,non-spatial,Opposite,Is the woman in the image wearing a black shirt?,148|666|527|358,148|666|527|358
be67e17ec45f009e.jpg,/root/autodl-tmp/data/R-bench/validation/be67e17ec45f009e.jpg,man,suit,wearing,worn by,1,eval,non-spatial,Positive,Does the man in the image wear a suit?,307|51|328|973,307|225|329|799
c0b0133682bf5fb2.jpg,/root/autodl-tmp/data/R-bench/validation/c0b0133682bf5fb2.jpg,man,montreal canadians jersey,wearing,worn by,0,eval,non-spatial,Opposite,Is the man in the image wearing a Montreal Canadians jersey?,297|82|543|594,0|14|1014|662
50f99527c1738ca2.jpg,/root/autodl-tmp/data/R-bench/validation/50f99527c1738ca2.jpg,man,striped shirt,wearing,worn by,1,calib,non-spatial,Positive,Is the man wearing a striped shirt?,676|138|153|384,686|184|143|131
7588a6de389ac33a.jpg,/root/autodl-tmp/data/R-bench/validation/7588a6de389ac33a.jpg,caterpillar,top hat,wearing,worn by,0,eval,non-spatial,Opposite,Is the caterpillar on the left wearing a top hat?,276|20|113|110,246|95|297|301
663389d2c9d562d8.jpg,/root/autodl-tmp/data/R-bench/validation/663389d2c9d562d8.jpg,man,helmet,wearing,worn by,1,eval,non-spatial,Positive,Is the man in the image wearing a helmet?,358|20|287|629,410|20|92|76
dd8a7bf210628fd7.jpg,/root/autodl-tmp/data/R-bench/validation/dd8a7bf210628fd7.jpg,woman,glasses,wearing,worn by,0,eval,non-spatial,Opposite,Is the woman wearing glasses?,614|225|369|457,297|116|174|75
9a3d8225ac30a8eb.jpg,/root/autodl-tmp/data/R-bench/validation/9a3d8225ac30a8eb.jpg,man,helmet,wearing,worn by,1,calib,non-spatial,Positive,Is the man in the image wearing a helmet?,379|39|256|385,430|366|82|58
558e151c3fbc1ba3.jpg,/root/autodl-tmp/data/R-bench/validation/558e151c3fbc1ba3.jpg,woman,one piece uniform,wearing,worn by,0,eval,non-spatial,Opposite,Is the woman in the image wearing a one piece uniform?,68|113|383|788,143|215|239|369
66a8d1c74ad49ea1.jpg,/root/autodl-tmp/data/R-bench/validation/66a8d1c74ad49ea1.jpg,man,hat,wearing,worn by,1,calib,non-spatial,Positive,Does the man in the image wear a hat?,7|0|732|1024,229|0|370|113
1ced3ecaa077f2e4.jpg,/root/autodl-tmp/data/R-bench/validation/1ced3ecaa077f2e4.jpg,person,swim cap,wearing,worn by,0,calib,non-spatial,Positive,Is the person in the image wearing a swim cap?,225|348|492|164,911|232|93|75
122804d032b58390.jpg,/root/autodl-tmp/data/R-bench/validation/122804d032b58390.jpg,man,helmet,wearing,worn by,1,eval,non-spatial,Positive,Is the man in the image wearing a helmet?,276|181|308|510,399|181|113|130
b22b89073480191e.jpg,/root/autodl-tmp/data/R-bench/validation/b22b89073480191e.jpg,girl,trousers,wearing,worn by,0,eval,non-spatial,Opposite,Is the girl in the image wearing trousers?,236|31|358|507,456|488|245|278
8302f7352b501bc4.jpg,/root/autodl-tmp/data/R-bench/validation/8302f7352b501bc4.jpg,woman,high heels,wearing,worn by,1,eval,non-spatial,Opposite,Does the woman in the image wear high heels?,297|55|481|834,379|705|102|156
5df386da132b567b.jpg,/root/autodl-tmp/data/R-bench/validation/5df386da132b567b.jpg,woman in the blue jacket,helmet,wearing,worn by,0,calib,non-spatial,Opposite,Is the woman in the blue jacket wearing a helmet?,82|61|410|707,666|100|317|207
e27e575c922e7525.jpg,/root/autodl-tmp/data/R-bench/validation/e27e575c922e7525.jpg,doll,necklace,wearing,worn by,1,eval,non-spatial,Positive,Is the doll wearing a necklace?,0|0|1024|1024,532|635|297|215
c12a4117fe6910fc.jpg,/root/autodl-tmp/data/R-bench/validation/c12a4117fe6910fc.jpg,man,scuba apparatus,wearing,worn by,0,calib,non-spatial,Random,Is the man in the image wearing a scuba apparatus?,492|70|460|535,594|272|328|411
733abfb024695849.jpg,/root/autodl-tmp/data/R-bench/validation/733abfb024695849.jpg,man,blue shirt,wearing,worn by,1,calib,non-spatial,Positive,Does the man in the image wear a blue shirt?,55|123|567|901,55|358|567|635
3220be9141f2d703.jpg,/root/autodl-tmp/data/R-bench/validation/3220be9141f2d703.jpg,children,orange lifesavers,wearing,worn by,0,calib,non-spatial,Opposite,Are the children in the image wearing orange lifesavers?,696|109|113|336,205|308|71|109
64a40c0bc5e8a27a.jpg,/root/autodl-tmp/data/R-bench/validation/64a40c0bc5e8a27a.jpg,person,glasses,wearing,worn by,1,calib,non-spatial,Positive,Is the person in the image wearing glasses?,20|14|697|664,246|136|225|67
589c3658dc27bcfd.jpg,/root/autodl-tmp/data/R-bench/validation/589c3658dc27bcfd.jpg,woman,plaid skirt,wearing,worn by,0,calib,non-spatial,Opposite,Does the woman in the image wear a plaid skirt?,212|655|328|369,212|655|328|369
c8a4a228c9df91ef.jpg,/root/autodl-tmp/data/R-bench/validation/c8a4a228c9df91ef.jpg,man,goggles,wearing,worn by,1,eval,non-spatial,Positive,Is the man in the image wearing goggles?,358|240|543|445,471|301|123|89
c7a6a5f2a8f674ce.jpg,/root/autodl-tmp/data/R-bench/validation/c7a6a5f2a8f674ce.jpg,man,blue and yellow uniform,wearing,worn by,0,eval,non-spatial,Opposite,Is the man in the image wearing a blue and yellow uniform?,512|136|379|544,338|0|246|680
08bc48ffae1a678a.jpg,/root/autodl-tmp/data/R-bench/validation/08bc48ffae1a678a.jpg,woman,hat,wearing,worn by,1,eval,non-spatial,Positive,Does the woman in the image wear a hat?,10|7|840|652,410|7|245|82
e4f48f34e6f386c8.jpg,/root/autodl-tmp/data/R-bench/validation/e4f48f34e6f386c8.jpg,woman,white strapless gown,wearing,worn by,0,calib,non-spatial,Opposite,Is the woman in the image wearing a white strapless gown?,124|92|504|912,182|379|366|491
e6a6d650481599ba.jpg,/root/autodl-tmp/data/R-bench/validation/e6a6d650481599ba.jpg,man,helmet,wearing,worn by,1,calib,non-spatial,Positive,Is the man in the image wearing a helmet?,46|84|646|938,249|82|241|225
25ce96bd10afe1b0.jpg,/root/autodl-tmp/data/R-bench/validation/25ce96bd10afe1b0.jpg,woman,glasses,wearing,worn by,0,eval,non-spatial,Positive,Does the woman in the image wear glasses?,6|270|536|498,727|300|154|92
b5a1a0b0689eebd9.jpg,/root/autodl-tmp/data/R-bench/validation/b5a1a0b0689eebd9.jpg,man,beard,wearing,worn by,1,eval,non-spatial,Positive,Is the man in the image wearing a beard?,41|292|348|476,154|384|102|69
9f8550843e6f1ba6.jpg,/root/autodl-tmp/data/R-bench/validation/9f8550843e6f1ba6.jpg,woman,necklace,wearing,worn by,0,eval,non-spatial,Opposite,Is the woman in the image wearing a necklace?,445|502|108|297,445|502|108|297
23f90952a8569149.jpg,/root/autodl-tmp/data/R-bench/validation/23f90952a8569149.jpg,woman,coat,wearing,worn by,1,calib,non-spatial,Positive,Does the woman in the image wear a coat?,614|276|134|438,614|276|134|438
8823286afacc9898.jpg,/root/autodl-tmp/data/R-bench/validation/8823286afacc9898.jpg,person,helmet,wearing,worn by,1,eval,non-spatial,Positive,Does the person in the image wear a helmet?,358|269|236|276,389|269|72|46
d9f6cc68c666b47c.jpg,/root/autodl-tmp/data/R-bench/validation/d9f6cc68c666b47c.jpg,woman,diving mask,wearing,worn by,1,calib,non-spatial,Positive,Is the woman in the image wearing a diving mask?,386|563|254|256,386|563|254|256
88604d17afb317fd.jpg,/root/autodl-tmp/data/R-bench/validation/88604d17afb317fd.jpg,woman,high heels,wearing,worn by,1,calib,non-spatial,Positive,Is the woman in the image wearing high heels?,61|0|635|730,205|361|491|369
27c41bbdb49d6f5f.jpg,/root/autodl-tmp/data/R-bench/validation/27c41bbdb49d6f5f.jpg,man,glasses,wearing,worn by,1,eval,non-spatial,Positive,Is the man in the image wearing glasses?,122|228|502|336,440|280|103|27
a65def4ef8c48960.jpg,/root/autodl-tmp/data/R-bench/validation/a65def4ef8c48960.jpg,man,glasses,wearing,worn by,1,calib,non-spatial,Positive,Does the man in the image wear glasses?,31|7|880|676,317|123|287|82
f7acc51fbc7dafda.jpg,/root/autodl-tmp/data/R-bench/validation/f7acc51fbc7dafda.jpg,bride,veil,wearing,worn by,1,eval,non-spatial,Positive,Is the bride wearing a veil in the image?,0|215|423|809,218|246|55|112
a122feb61f920f4a.jpg,/root/autodl-tmp/data/R-bench/validation/a122feb61f920f4a.jpg,woman,gloves,wearing,worn by,1,calib,non-spatial,Positive,Does the woman in the image wear gloves?,146|195|461|829,415|594|192|174
751093209b03118e.jpg,/root/autodl-tmp/data/R-bench/validation/751093209b03118e.jpg,person in the middle of the image,suit,wearing,worn by,1,eval,non-spatial,Positive,Is the person in the middle of the image wearing a suit?,512|0|399|593,553|42|266|389
56fd536256dae19b.jpg,/root/autodl-tmp/data/R-bench/validation/56fd536256dae19b.jpg,woman,stethoscope,wearing,worn by,1,calib,non-spatial,Positive,Is the woman in the image wearing a stethoscope?,7|0|669|1024,253|471|369|533
20ac9f71845cc508.jpg,/root/autodl-tmp/data/R-bench/validation/20ac9f71845cc508.jpg,woman,black dress,wearing,worn by,1,calib,non-spatial,Positive,Does the woman in the image wear a black dress?,0|31|747|973,0|41|738|963
6f804844ccc5126b.jpg,/root/autodl-tmp/data/R-bench/validation/6f804844ccc5126b.jpg,man,segway,wearing,worn by,1,eval,non-spatial,Positive,Is the man wearing a red helmet riding the segway?,399|92|338|789,379|430|389|553
f98e23895593ab01.jpg,/root/autodl-tmp/data/R-bench/validation/f98e23895593ab01.jpg,man,cowboy hat,wearing,worn by,1,eval,non-spatial,Positive,Is the man in the image wearing a cowboy hat?,16|102|803|922,295|102|344|154
8f939cbb01f114d1.jpg,/root/autodl-tmp/data/R-bench/validation/8f939cbb01f114d1.jpg,man,black shirt,wearing,worn by,1,eval,non-spatial,Positive,Is the man in the image wearing a black shirt?,338|110|584|630,451|183|215|146
2c217318b424591d.jpg,/root/autodl-tmp/data/R-bench/validation/2c217318b424591d.jpg,woman,crown,wearing,worn by,1,calib,non-spatial,Opposite,Is the woman wearing a crown in the image?,0|6|870|545,256|0|195|204
da18b0ddaea31637.jpg,/root/autodl-tmp/data/R-bench/validation/da18b0ddaea31637.jpg,woman,gold earrings,wearing,worn by,1,eval,non-spatial,Positive,Does the woman in the image wear gold earrings?,0|0|681|1024,443|307|27|51
677041b1277f84d6.jpg,/root/autodl-tmp/data/R-bench/validation/677041b1277f84d6.jpg,woman,necklace,wearing,worn by,1,calib,non-spatial,Positive,Does the woman in the image wear a necklace?,338|0|676|774,512|588|256|78
7c8a5253847619a5.jpg,/root/autodl-tmp/data/R-bench/validation/7c8a5253847619a5.jpg,man,ear protection,wearing,worn by,1,eval,non-spatial,Positive,Is the man in the image wearing ear protection?,123|61|502|689,348|69|144|222
c8a4a228c9df91ef.jpg,/root/autodl-tmp/data/R-bench/validation/c8a4a228c9df91ef.jpg,man,sunglasses,wearing,worn by,1,eval,non-spatial,Positive,Is the man in the image wearing sunglasses?,358|240|543|445,471|301|123|89
bb9ff06441cbac74.jpg,/root/autodl-tmp/data/R-bench/validation/bb9ff06441cbac74.jpg,man,roman costume,wearing,worn by,1,calib,non-spatial,Positive,Is the man in the image wearing a Roman costume?,440|169|92|154,573|253|318|208
88fc866f92860d70.jpg,/root/autodl-tmp/data/R-bench/validation/88fc866f92860d70.jpg,men,wear,wearing,worn by,1,eval,non-spatial,Positive,Are the men in the image wearing wear?,287|82|256|297,287|82|256|297
dd5cce09d5f254cc.jpg,/root/autodl-tmp/data/R-bench/validation/dd5cce09d5f254cc.jpg,woman,knee high black stiletto boots,wearing,worn by,1,eval,non-spatial,Opposite,Is the woman wearing knee high black stiletto boots in the image?,68|10|632|1004,241|358|452|656
585cfb9b59131505.jpg,/root/autodl-tmp/data/R-bench/validation/585cfb9b59131505.jpg,woman,orange and black outfit,wearing,worn by,1,calib,non-spatial,Positive,Does the woman in the image wear the orange and black outfit?,190|225|259|799,245|328|177|379
3c3b318ee1e2831c.jpg,/root/autodl-tmp/data/R-bench/validation/3c3b318ee1e2831c.jpg,man,red shirt,wearing,worn by,1,eval,non-spatial,Positive,Is the man in the image wearing a red shirt?,276|123|400|499,410|232|256|212
b4cb9fc067c1eb00.jpg,/root/autodl-tmp/data/R-bench/validation/b4cb9fc067c1eb00.jpg,man,helmet,wearing,worn by,1,eval,non-spatial,Positive,Does the man in the image wear a helmet?,297|184|266|205,420|184|82|69
81684fbe58540aa5.jpg,/root/autodl-tmp/data/R-bench/validation/81684fbe58540aa5.jpg,man,penguin shirt,wearing,worn by,1,eval,non-spatial,Positive,Does the man in the image wear a penguin shirt?,0|133|768|891,230|727|108|133
708a077a553ade43.jpg,/root/autodl-tmp/data/R-bench/validation/708a077a553ade43.jpg,man,t-shirt,wearing,worn by,1,calib,non-spatial,Positive,Is the man wearing a t-shirt?,829|108|123|353,829|161|123|131
2fd31c13d1a5fdb3.jpg,/root/autodl-tmp/data/R-bench/validation/2fd31c13d1a5fdb3.jpg,man,jeans,wearing,worn by,1,eval,non-spatial,Positive,Is the man in the image wearing jeans?,163|82|436|369,218|195|218|225
04ccb05e32dc45de.jpg,/root/autodl-tmp/data/R-bench/validation/04ccb05e32dc45de.jpg,person,jeans,wearing,worn by,1,eval,non-spatial,Positive,Is the person wearing jeans?,666|0|358|670,676|0|348|636
50c532b8fc3c8d01.jpg,/root/autodl-tmp/data/R-bench/validation/50c532b8fc3c8d01.jpg,woman,black outfit,wearing,worn by,1,calib,non-spatial,Positive,Is the woman in the image wearing a black outfit?,198|369|260|399,225|420|233|143
54b7a0bc0d489fe8.jpg,/root/autodl-tmp/data/R-bench/validation/54b7a0bc0d489fe8.jpg,woman,red dress,wearing,worn by,1,eval,non-spatial,Positive,Is the woman in the image wearing a red dress?,184|154|310|870,233|317|219|584
3dffd57e3f4e209b.jpg,/root/autodl-tmp/data/R-bench/validation/3dffd57e3f4e209b.jpg,man,glove,wearing,worn by,1,calib,non-spatial,Positive,Does the man in the image wear a glove?,399|170|185|485,532|321|62|54
738e234e59615c71.jpg,/root/autodl-tmp/data/R-bench/validation/738e234e59615c71.jpg,man,white robe,wearing,worn by,1,eval,non-spatial,Positive,Does the man in the image wear a white robe?,113|0|911|1014,113|0|911|1014
51e6ff8c0af98410.jpg,/root/autodl-tmp/data/R-bench/validation/51e6ff8c0af98410.jpg,woman,tiara,wearing,worn by,1,eval,non-spatial,Positive,Does the woman in the image wear a tiara?,8|51|755|973,270|41|350|215
ab46f7ec075d89ae.jpg,/root/autodl-tmp/data/R-bench/validation/ab46f7ec075d89ae.jpg,boy,hat,wearing,worn by,1,eval,non-spatial,Positive,Is the boy wearing a hat?,399|92|338|599,430|92|164|146
1de38c170bce1b3c.jpg,/root/autodl-tmp/data/R-bench/validation/1de38c170bce1b3c.jpg,woman,wedding dress,wearing,worn by,1,eval,non-spatial,Positive,Is the woman in the image wearing a wedding dress?,29|276|364|605,29|276|364|605
a75bd3ec4cd51c51.jpg,/root/autodl-tmp/data/R-bench/validation/a75bd3ec4cd51c51.jpg,man,cowboy hat,wearing,worn by,1,calib,non-spatial,Positive,Does the man in the image wear a cowboy hat?,54|31|637|993,207|31|246|245
6bff678ea2346ac5.jpg,/root/autodl-tmp/data/R-bench/validation/6bff678ea2346ac5.jpg,man,crown,wearing,worn by,1,eval,non-spatial,Positive,Does the man in the image wear a crown?,117|82|614|942,117|82|453|276
d53f782a6f8bcabb.jpg,/root/autodl-tmp/data/R-bench/validation/d53f782a6f8bcabb.jpg,female doll,black and white striped swimsuit,wearing,worn by,1,eval,non-spatial,Opposite,Is the female doll wearing a black and white striped swimsuit?,348|292|92|138,328|169|143|484
a62462153630add0.jpg,/root/autodl-tmp/data/R-bench/validation/a62462153630add0.jpg,woman,blue shirt,wearing,worn by,1,eval,non-spatial,Positive,Does the woman wear a blue shirt?,581|154|82|174,581|154|82|174
1eecb0f1e2b07d33.jpg,/root/autodl-tmp/data/R-bench/validation/1eecb0f1e2b07d33.jpg,man,red shirt,wearing,worn by,1,calib,non-spatial,Positive,Is the man in the image wearing a red shirt?,287|75|542|608,307|232|420|308
