image_id,image_path,s,o,r,r_inv,label,split,family,qtype,orig_text,sub_box,obj_box
240290e2f775af42.jpg,/root/autodl-tmp/data/R-bench/validation/240290e2f775af42.jpg,person,juice,drinking,drunk by,1,calib,non-spatial,Positive,Is the person in the image drinking juice?,10|7|1014|666,236|415|225|251
6c1175970fef91b1.jpg,/root/autodl-tmp/data/R-bench/validation/6c1175970fef91b1.jpg,truck,kayak,carrying,carried by,1,calib,non-spatial,Positive,Is the truck on the image carrying a kayak?,174|177|850|583,590|32|333|171
9d42af30c97b8e32.jpg,/root/autodl-tmp/data/R-bench/validation/9d42af30c97b8e32.jpg,woman,laptop,using,used by,1,eval,non-spatial,Positive,Is the woman using a laptop on a table in front of her?,225|138|420|615,430|338|195|138
9ae2d9c5782e3d8c.jpg,/root/autodl-tmp/data/R-bench/validation/9ae2d9c5782e3d8c.jpg,man,black coat,wearing,worn by,0,eval,non-spatial,Opposite,Is the man in the image wearing a black coat?,0|369|768|655,0|369|768|655
e5e3f9f035499de1.jpg,/root/autodl-tmp/data/R-bench/validation/e5e3f9f035499de1.jpg,mouse,metal rod,holding,held by,0,calib,non-spatial,Opposite,Is the mouse holding a metal rod?,10|0|1004|587,0|416|1024|61
2c08e140e00f5fdc.jpg,/root/autodl-tmp/data/R-bench/validation/2c08e140e00f5fdc.jpg,man,custom bike,riding,ridden by,0,eval,non-spatial,Opposite,Is the man in the image riding a custom bike?,594|127|246|494,287|311|348|303
18da2f5082dcfbfc.jpg,/root/autodl-tmp/data/R-bench/validation/18da2f5082dcfbfc.jpg,boy,smile,playing,played by,0,eval,non-spatial,Opposite,Is the boy in the image playing the bagpipes with a smile on his face?,307|64|707|647,625|263|51|85
a83d31d69e28914b.jpg,/root/autodl-tmp/data/R-bench/validation/a83d31d69e28914b.jpg,woman,pastry,eating,eaten by,0,calib,non-spatial,Opposite,Does the woman in the image eat pastry?,410|0|522|240,61|357|361|254
626a3711b885a310.jpg,/root/autodl-tmp/data/R-bench/validation/626a3711b885a310.jpg,woman,marked lane,swimming,,1,calib,non-spatial,Positive,Does the woman in the image swim in a marked lane?,154|260|870|170,0|198|1024|178
3a0b72a274530636.jpg,/root/autodl-tmp/data/R-bench/validation/3a0b72a274530636.jpg,man,flower on the floor,looking at,looked at by,0,eval,non-spatial,Opposite,Is the man in the wheelchair looking at the flower on the floor?,113|35|338|450,645|215|103|152
8b3cbd186fbe298e.jpg,/root/autodl-tmp/data/R-bench/validation/8b3cbd186fbe298e.jpg,woman,tractor,driving,,0,calib,non-spatial,Opposite,Is the woman in the image driving the tractor?,10|75|205|376,0|191|1024|465
775ac6a03dbec98c.jpg,/root/autodl-tmp/data/R-bench/validation/775ac6a03dbec98c.jpg,people,fancy grey car,interacting with,interacted with by,0,calib,non-spatial,Opposite,Do the people on the sidewalk interact with the fancy grey car?,297|92|82|115,61|0|963|684
0b1fbd3ba02701cd.jpg,/root/autodl-tmp/data/R-bench/validation/0b1fbd3ba02701cd.jpg,people,dancers,watching,watched by,0,calib,non-spatial,Opposite,Are the people in the image watching the dancers?,82|88|328|592,758|211|266|435
976649e55a61ced7.jpg,/root/autodl-tmp/data/R-bench/validation/976649e55a61ced7.jpg,person,one of the cups of coffee,drinking,drunk by,0,calib,non-spatial,Opposite,Is the person in the background drinking one of the cups of coffee?,317|102|441|510,328|238|430|367
cd96d08a348989b7.jpg,/root/autodl-tmp/data/R-bench/validation/cd96d08a348989b7.jpg,fox,animal,carrying,carried by,1,eval,non-spatial,Positive,Is the fox carrying the animal in its mouth?,411|102|499|477,379|298|215|299
ce7ee590cc097ae0.jpg,/root/autodl-tmp/data/R-bench/validation/ce7ee590cc097ae0.jpg,blonde barbie doll,pink lipstick,wearing,worn by,1,eval,non-spatial,Positive,Is the blonde Barbie doll wearing pink lipstick?,215|8|573|760,522|445|133|70
3ab64d8f62ae62b8.jpg,/root/autodl-tmp/data/R-bench/validation/3ab64d8f62ae62b8.jpg,man,gun,holding,held by,1,calib,non-spatial,Positive,Is the man in the image holding a gun?,246|0|645|573,256|206|717|356
72157cefa7c57ec8.jpg,/root/autodl-tmp/data/R-bench/validation/72157cefa7c57ec8.jpg,boy,bicycle,riding,ridden by,1,calib,non-spatial,Positive,Is the boy riding the bicycle?,307|61|292|574,169|307|522|635
705cd0f2472a5424.jpg,/root/autodl-tmp/data/R-bench/validation/705cd0f2472a5424.jpg,man,piano,playing,played by,1,eval,non-spatial,Positive,Does the man in the image play the piano?,51|232|359|451,236|55|563|628
06f6ec0edb1818e2.jpg,/root/autodl-tmp/data/R-bench/validation/06f6ec0edb1818e2.jpg,giraffe,grass,eating,eaten by,1,eval,non-spatial,Positive,Is the giraffe in the image eating grass?,20|54|707|576,0|169|1024|599
0a72fef43a51c479.jpg,/root/autodl-tmp/data/R-bench/validation/0a72fef43a51c479.jpg,dolphin,blue water,swimming,,1,eval,non-spatial,Positive,Is the dolphin swimming in the blue water?,0|123|727|543,0|10|1024|1014
3f4d12195722201c.jpg,/root/autodl-tmp/data/R-bench/validation/3f4d12195722201c.jpg,man,wood burning stove,looking at,looked at by,1,calib,non-spatial,Positive,Is the man in the image looking at the wood burning stove?,0|0|420|681,174|7|850|674
91e377ce5737895e.jpg,/root/autodl-tmp/data/R-bench/validation/91e377ce5737895e.jpg,man,riding lawnmower,driving,,1,calib,non-spatial,Positive,Is the man in the image driving the riding lawnmower?,113|115|358|499,0|330|522|438
1518f0d086ee12a0.jpg,/root/autodl-tmp/data/R-bench/validation/1518f0d086ee12a0.jpg,canadian flag,tree,interacting with,interacted with by,0,eval,non-spatial,Opposite,Is the Canadian flag interacting with the tree?,358|110|482|349,82|486|584|199
751093209b03118e.jpg,/root/autodl-tmp/data/R-bench/validation/751093209b03118e.jpg,spectators,fencers,watching,watched by,1,eval,non-spatial,Opposite,Are the spectators watching the fencers?,788|226|113|212,512|0|399|593
141419f93246899e.jpg,/root/autodl-tmp/data/R-bench/validation/141419f93246899e.jpg,girl,water,drinking,drunk by,1,eval,non-spatial,Positive,Is the girl drinking water in the image?,256|314|225|335,399|355|31|41
63e2c41f873864a3.jpg,/root/autodl-tmp/data/R-bench/validation/63e2c41f873864a3.jpg,man,santa costume,wearing,worn by,0,calib,non-spatial,Opposite,Is the man in the image wearing a Santa costume?,440|178|236|498,440|178|236|498
1109ae1bfb4efe78.jpg,/root/autodl-tmp/data/R-bench/validation/1109ae1bfb4efe78.jpg,woman,briefcase,holding,held by,0,calib,non-spatial,Positive,Is the woman in the image holding a briefcase?,440|392|297|353,716|573|188|163
a068ea435a318d8d.jpg,/root/autodl-tmp/data/R-bench/validation/a068ea435a318d8d.jpg,man,bicycle,riding,ridden by,0,eval,non-spatial,Random,Is the man riding the bicycle downhill?,399|61|359|499,338|253|563|410
80fc17a6b8901997.jpg,/root/autodl-tmp/data/R-bench/validation/80fc17a6b8901997.jpg,woman,violin,playing,played by,0,eval,non-spatial,Opposite,Is the woman playing the violin outdoors?,195|0|829|768,461|261|553|307
6b93600bf7b77a49.jpg,/root/autodl-tmp/data/R-bench/validation/6b93600bf7b77a49.jpg,deer,background,eating,eaten by,0,calib,non-spatial,Opposite,Is the deer eating in the background?,0|207|481|500,0|207|481|500
c59a5b26c1404980.jpg,/root/autodl-tmp/data/R-bench/validation/c59a5b26c1404980.jpg,goldfish,pond,swimming,,1,eval,non-spatial,Positive,Is the goldfish swimming in the pond?,312|429|382|104,0|31|1024|714
d8fee8d5c89796ef.jpg,/root/autodl-tmp/data/R-bench/validation/d8fee8d5c89796ef.jpg,man,green car,looking at,looked at by,0,eval,non-spatial,Positive,Is the man in the image looking at the green car?,154|84|122|185,0|54|1014|714
64430a732bf65089.jpg,/root/autodl-tmp/data/R-bench/validation/64430a732bf65089.jpg,man,jeep,driving,,1,eval,non-spatial,Positive,Is the man driving the jeep?,563|46|154|207,133|23|748|599
be02ff4211196dce.jpg,/root/autodl-tmp/data/R-bench/validation/be02ff4211196dce.jpg,matte black fan,black suv,interacting with,interacted with by,0,calib,non-spatial,Opposite,Is the matte black fan interacting with the black SUV?,215|46|676|518,215|46|666|513
4ece4336cb293790.jpg,/root/autodl-tmp/data/R-bench/validation/4ece4336cb293790.jpg,man,billiard balls,watching,watched by,1,eval,non-spatial,Positive,Does the man in the image watch the billiard balls?,758|51|235|379,389|543|307|307
cf234869c1b3211a.jpg,/root/autodl-tmp/data/R-bench/validation/cf234869c1b3211a.jpg,man,beverage,drinking,drunk by,1,eval,non-spatial,Positive,Is the man in the image drinking a beverage?,256|238|543|215,256|253|133|123
3d27c190d43ac211.jpg,/root/autodl-tmp/data/R-bench/validation/3d27c190d43ac211.jpg,man,swim cap,wearing,worn by,1,eval,non-spatial,Positive,Does the man in the image wear a swim cap?,0|89|666|279,430|89|154|108
409f7b5ca2a458c6.jpg,/root/autodl-tmp/data/R-bench/validation/409f7b5ca2a458c6.jpg,man,ball,holding,held by,1,eval,non-spatial,Positive,Is the man in the image holding a ball?,287|82|563|587,748|20|153|158
00c5be8db0e25f5e.jpg,/root/autodl-tmp/data/R-bench/validation/00c5be8db0e25f5e.jpg,man,tank,riding,ridden by,1,calib,non-spatial,Positive,Is the man in the image riding on the tank?,512|116|143|212,41|82|911|602
9bed0e9513710c7b.jpg,/root/autodl-tmp/data/R-bench/validation/9bed0e9513710c7b.jpg,man,saxophone,playing,played by,1,calib,non-spatial,Positive,Is the man in the image playing the saxophone?,0|34|952|647,311|123|619|558
571db87ed7eadabb.jpg,/root/autodl-tmp/data/R-bench/validation/571db87ed7eadabb.jpg,rhinoceros,grass,eating,eaten by,1,calib,non-spatial,Opposite,Is the rhinoceros eating grass?,278|117|618|590,0|269|1024|499
34ad56315c274a21.jpg,/root/autodl-tmp/data/R-bench/validation/34ad56315c274a21.jpg,duck,water,swimming,,1,calib,non-spatial,Positive,Is the duck swimming in the water?,317|223|298|361,0|0|992|768
601bcc8207662a15.jpg,/root/autodl-tmp/data/R-bench/validation/601bcc8207662a15.jpg,people,fish at the market,looking at,looked at by,1,calib,non-spatial,Positive,Are there people looking at the fish at the market?,348|0|225|223,297|330|348|261
78916540e81a1c6c.jpg,/root/autodl-tmp/data/R-bench/validation/78916540e81a1c6c.jpg,man,horse and carriage,driving,,1,eval,non-spatial,Positive,Is the man driving the horse and carriage?,358|48|154|190,420|163|246|483
2d6a5ad44a5b0a4d.jpg,/root/autodl-tmp/data/R-bench/validation/2d6a5ad44a5b0a4d.jpg,cannons,eiffel tower,interacting with,interacted with by,0,eval,non-spatial,Opposite,Do the cannons in the image interact with the Eiffel Tower?,0|468|1024|254,707|15|143|523
9cb82597259fc7fa.jpg,/root/autodl-tmp/data/R-bench/validation/9cb82597259fc7fa.jpg,woman,animal,watching,watched by,1,eval,non-spatial,Positive,Is the woman in the image watching the animal?,707|276|102|169,164|253|573|477
a51400dd646350f7.jpg,/root/autodl-tmp/data/R-bench/validation/a51400dd646350f7.jpg,man,vest,wearing,worn by,0,calib,non-spatial,Opposite,Is the man in the image wearing a vest?,0|0|1024|676,0|0|1024|676
d6b8b01e4ce6950a.jpg,/root/autodl-tmp/data/R-bench/validation/d6b8b01e4ce6950a.jpg,person,snowboard,holding,held by,0,calib,non-spatial,Opposite,Is the person in the image holding a snowboard?,563|115|451|645,41|108|102|384
a0b8948a5a669d86.jpg,/root/autodl-tmp/data/R-bench/validation/a0b8948a5a669d86.jpg,man,bike,riding,ridden by,0,calib,non-spatial,Random,Is the man in the image riding his bike downhill?,297|55|481|539,205|253|543|430
42c05e6f790f4ef6.jpg,/root/autodl-tmp/data/R-bench/validation/42c05e6f790f4ef6.jpg,man,chess,playing,played by,0,eval,non-spatial,Opposite,Is the man in the image playing chess?,430|453|399|184,430|453|399|184
d8719e9ba942ab84.jpg,/root/autodl-tmp/data/R-bench/validation/d8719e9ba942ab84.jpg,giraffe,green leaves,eating,eaten by,0,calib,non-spatial,Opposite,Is the giraffe in the image eating green leaves alone in the forest?,266|169|502|545,256|169|512|545
ef7032c808636ca7.jpg,/root/autodl-tmp/data/R-bench/validation/ef7032c808636ca7.jpg,shark,water,swimming,,1,calib,non-spatial,Positive,Is the shark in the image swimming in the water?,92|102|932|592,0|7|1024|723
c5f1de5718e6342b.jpg,/root/autodl-tmp/data/R-bench/validation/c5f1de5718e6342b.jpg,man,white sports car,looking at,looked at by,0,eval,non-spatial,Opposite,Is the man in the image looking at the white sports car?,266|150|103|164,82|137|942|546
0e50ea14c4fc1353.jpg,/root/autodl-tmp/data/R-bench/validation/0e50ea14c4fc1353.jpg,man,car,driving,,1,eval,non-spatial,Positive,Is there a man driving a car in the image?,461|150|143|103,113|96|768|471
3f4f9e6257355eea.jpg,/root/autodl-tmp/data/R-bench/validation/3f4f9e6257355eea.jpg,brown cowboy hat,dark-colored area,interacting with,interacted with by,0,calib,non-spatial,Opposite,Is the brown cowboy hat interacting with the dark-colored area?,102|15|840|738,102|15|840|738
55f1af9a02042d09.jpg,/root/autodl-tmp/data/R-bench/validation/55f1af9a02042d09.jpg,man,roller skates,wearing,worn by,1,eval,non-spatial,Positive,Is the man in the image wearing roller skates?,102|31|335|962,273|891|82|102
2bb371dc7d9c1509.jpg,/root/autodl-tmp/data/R-bench/validation/2bb371dc7d9c1509.jpg,person,baby,holding,held by,1,eval,non-spatial,Opposite,Is the person holding the baby?,0|61|468|707,192|471|430|553
3be189900a496924.jpg,/root/autodl-tmp/data/R-bench/validation/3be189900a496924.jpg,person,bicycle,riding,ridden by,1,calib,non-spatial,Positive,Is the person in the image riding a bicycle?,451|137|501|546,358|369|666|314
ea2a84f5d29be501.jpg,/root/autodl-tmp/data/R-bench/validation/ea2a84f5d29be501.jpg,person,accordion outside,playing,played by,1,calib,non-spatial,Opposite,Is the person in the image playing the accordion outside?,14|205|639|819,143|512|496|410
4dd5c9237289e31a.jpg,/root/autodl-tmp/data/R-bench/validation/4dd5c9237289e31a.jpg,panda,bamboo,eating,eaten by,1,calib,non-spatial,Positive,Is the panda in the image eating bamboo?,51|14|533|669,389|232|277|123
9911e7a3eb6a5288.jpg,/root/autodl-tmp/data/R-bench/validation/9911e7a3eb6a5288.jpg,yellow jellyfish,deep ocean,swimming,,1,calib,non-spatial,Positive,Is the yellow jellyfish swimming through the deep ocean?,225|172|738|483,0|0|1024|819
6eb70509fcd7d06b.jpg,/root/autodl-tmp/data/R-bench/validation/6eb70509fcd7d06b.jpg,chicken,egg,looking at,looked at by,1,eval,non-spatial,Positive,Is the chicken looking at the egg?,166|141|471|483,748|389|71|55
044a3e7c7b006202.jpg,/root/autodl-tmp/data/R-bench/validation/044a3e7c7b006202.jpg,tank,street,driving,,1,eval,non-spatial,Positive,Is the tank in the image driving down the street?,28|120|782|786,0|645|1024|379
d2e270714f830a69.jpg,/root/autodl-tmp/data/R-bench/validation/d2e270714f830a69.jpg,cell phone,coffee cup,interacting with,interacted with by,0,eval,non-spatial,Opposite,Does the cell phone interact with the coffee cup?,332|87|392|462,332|87|392|462
5635c9b530f89131.jpg,/root/autodl-tmp/data/R-bench/validation/5635c9b530f89131.jpg,man,black suit,wearing,worn by,0,eval,non-spatial,Opposite,Is the man in the image wearing a black suit?,34|41|512|973,410|10|259|871
e42ce843c6e48119.jpg,/root/autodl-tmp/data/R-bench/validation/e42ce843c6e48119.jpg,woman,handbag,holding,held by,0,eval,non-spatial,Opposite,Is the woman holding the handbag?,338|184|235|581,338|314|154|252
c6324f32dbc3a847.jpg,/root/autodl-tmp/data/R-bench/validation/c6324f32dbc3a847.jpg,man,bike,riding,ridden by,0,calib,non-spatial,Opposite,Is the man riding a bike?,72|286|594|294,123|286|450|301
0374141ebf11632e.jpg,/root/autodl-tmp/data/R-bench/validation/0374141ebf11632e.jpg,man,two instruments,playing,played by,0,eval,non-spatial,Opposite,Is the man playing two instruments at once?,246|7|379|625,451|116|450|455
9cb82597259fc7fa.jpg,/root/autodl-tmp/data/R-bench/validation/9cb82597259fc7fa.jpg,tapir,grass,eating,eaten by,0,eval,non-spatial,Opposite,Is the tapir in the image eating grass?,164|246|573|484,809|445|215|323
7d1c8d4cd681a22e.jpg,/root/autodl-tmp/data/R-bench/validation/7d1c8d4cd681a22e.jpg,seahorse,water,swimming,,1,calib,non-spatial,Positive,Is the seahorse swimming in the water?,102|154|543|522,0|445|1024|323
6e9dcdbee43b0346.jpg,/root/autodl-tmp/data/R-bench/validation/6e9dcdbee43b0346.jpg,person,book,looking at,looked at by,0,calib,non-spatial,Positive,Is the person looking at a book?,236|353|235|307,461|215|512|499
37d1a85b903eb8c7.jpg,/root/autodl-tmp/data/R-bench/validation/37d1a85b903eb8c7.jpg,person,go-cart,driving,,1,eval,non-spatial,Opposite,Is the person in the image driving a go-cart?,256|41|573|519,51|294|912|362
ea1d27e168a16bcd.jpg,/root/autodl-tmp/data/R-bench/validation/ea1d27e168a16bcd.jpg,woman wearing polka dots,person holding a google,interacting with,interacted with by,0,eval,non-spatial,Random,Is the woman wearing polka dots interacting with the person holding a Google?,410|736|368|266,10|153|1014|859
c4e8395425f49d05.jpg,/root/autodl-tmp/data/R-bench/validation/c4e8395425f49d05.jpg,man,helmet,wearing,worn by,1,calib,non-spatial,Positive,Is the man in the image wearing a helmet?,297|123|276|396,369|123|82|55
6e012cc0602d3dc1.jpg,/root/autodl-tmp/data/R-bench/validation/6e012cc0602d3dc1.jpg,man,pen,holding,held by,1,calib,non-spatial,Opposite,Is the man holding a pen?,0|410|699|614,561|604|153|318
34ff10aa56e103ba.jpg,/root/autodl-tmp/data/R-bench/validation/34ff10aa56e103ba.jpg,man,motorcycle with one wheel,riding,ridden by,1,eval,non-spatial,Opposite,Is the man in the image riding a motorcycle with one wheel?,251|287|211|430,319|635|143|153
267fb36486a00fcc.jpg,/root/autodl-tmp/data/R-bench/validation/267fb36486a00fcc.jpg,man,piano,playing,played by,1,calib,non-spatial,Positive,Is the man in the image playing the piano?,184|38|666|730,573|23|451|745
e2d6553151f7231b.jpg,/root/autodl-tmp/data/R-bench/validation/e2d6553151f7231b.jpg,people,food truck,eating,eaten by,1,calib,non-spatial,Opposite,Are there people eating outside the food truck?,113|239|102|328,102|55|912|601
7d0ae9c754aa907f.jpg,/root/autodl-tmp/data/R-bench/validation/7d0ae9c754aa907f.jpg,dolphin,ocean water,swimming,,1,eval,non-spatial,Positive,Is the dolphin swimming alone in the ocean water?,225|197|451|218,0|0|1024|680
d790aadf45f34031.jpg,/root/autodl-tmp/data/R-bench/validation/d790aadf45f34031.jpg,boy,menu,looking at,looked at by,1,calib,non-spatial,Opposite,Is the boy looking at the menu?,543|256|481|707,0|727|614|287
cf92d0c26b461d85.jpg,/root/autodl-tmp/data/R-bench/validation/cf92d0c26b461d85.jpg,man,tractor,driving,,1,calib,non-spatial,Positive,Is the man driving the tractor in the image?,256|135|154|183,0|86|717|355
125fd09ae6bccf6a.jpg,/root/autodl-tmp/data/R-bench/validation/125fd09ae6bccf6a.jpg,man,blue goggle,wearing,worn by,0,calib,non-spatial,Opposite,Does the man in the image wear a blue goggle?,174|136|113|91,174|136|113|91
